"","species_name","range_size","aoo","sexual_system"
"30300","Photinia zhejiangensis",NA,NA,"hermaphroditism"
"30301","Phragmites australis",6385,19620000,"hermaphroditism"
"30302","Phragmites japonicus",119,282500,"hermaphroditism"
"30303","Phragmotheca ecuadorensis",3,7500,NA
"30304","Phravenia viereckii",NA,NA,NA
"30305","Phylacium bracteosum",21,47500,NA
"30306","Phylacium majus",1,2500,"hermaphroditism"
"30307","Phylica abietina",NA,NA,NA
"30308","Phylica affinis",1,2500,NA
"30309","Phylica agathosmoides",2,5000,NA
"30310","Phylica ambigua",4,7500,NA
"30311","Phylica atrata",3,5000,NA
"30312","Phylica axillaris",16,45000,NA
"30313","Phylica bolusii",1,2500,NA
"30314","Phylica brevifolia",NA,NA,NA
"30315","Phylica buxifolia",6,12500,"hermaphroditism"
"30316","Phylica callosa",6,12500,NA
"30317","Phylica cephalantha",11,25000,NA
"30318","Phylica comosa",1,2500,NA
"30319","Phylica comptonii",1,2500,NA
"30320","Phylica confusa",1,2500,NA
"30321","Phylica constricta",1,2500,NA
"30322","Phylica cryptandroides",7,12500,NA
"30323","Phylica curvifolia",3,7500,NA
"30324","Phylica cuspidata",2,5000,NA
"30325","Phylica cylindrica",6,10000,NA
"30326","Phylica diffusa",1,2500,NA
"30327","Phylica dioica",3,2500,NA
"30328","Phylica disticha",4,7500,NA
"30329","Phylica dodii",7,17500,NA
"30330","Phylica emirnensis",2,5000,NA
"30331","Phylica ericoides",22,55000,NA
"30332","Phylica excelsa",4,10000,NA
"30333","Phylica floribunda",1,2500,NA
"30334","Phylica fourcadei",2,5000,NA
"30335","Phylica gnidioides",5,12500,NA
"30336","Phylica gracilis",NA,NA,NA
"30337","Phylica harveyi",6,12500,NA
"30338","Phylica humilis",4,12500,NA
"30339","Phylica imberbis",23,55000,NA
"30340","Phylica keetii",1,2500,NA
"30341","Phylica lachneaeoides",8,15000,NA
"30342","Phylica lanata",11,25000,NA
"30343","Phylica lasiocarpa",6,12500,NA
"30344","Phylica leipoldtii",5,5000,NA
"30345","Phylica levynsiae",1,2500,NA
"30346","Phylica lucida",3,2500,NA
"30347","Phylica mairei",3,7500,NA
"30348","Phylica montana",2,5000,NA
"30349","Phylica natalensis",1,2500,NA
"30350","Phylica nervosa",4,7500,NA
"30351","Phylica nigrita",5,12500,NA
"30352","Phylica nigromontana",2,5000,NA
"30353","Phylica nitida",4,5000,NA
"30354","Phylica odorata",3,10000,NA
"30355","Phylica paniculata",27,65000,"hermaphroditism"
"30356","Phylica parviflora",10,22500,NA
"30357","Phylica pinea",12,32500,NA
"30358","Phylica plumigera",2,5000,NA
"30359","Phylica plumosa",13,22500,NA
"30360","Phylica propinqua",5,10000,NA
"30361","Phylica pubescens",17,40000,NA
"30362","Phylica pulchella",2,2500,NA
"30363","Phylica purpurea",15,42500,NA
"30364","Phylica rigida",1,2500,NA
"30365","Phylica rigidifolia",8,17500,NA
"30366","Phylica rubra",5,12500,NA
"30367","Phylica selaginoides",7,15000,NA
"30368","Phylica spicata",7,15000,NA
"30369","Phylica stenopetala",3,7500,NA
"30370","Phylica stokoei",NA,NA,NA
"30371","Phylica strigosa",4,2500,NA
"30372","Phylica strigulosa",5,10000,NA
"30373","Phylica thodei",4,7500,NA
"30374","Phylica thunbergiana",3,7500,NA
"30375","Phylica villosa",3,5000,"hermaphroditism"
"30376","Phylica vulgaris",2,2500,NA
"30377","Phylica willdenowiana",4,7500,NA
"30378","Phylica wittebergensis",2,5000,NA
"30379","Phyllagathis cavaleriei",NA,NA,"hermaphroditism"
"30380","Phyllagathis cymigera",NA,NA,"hermaphroditism"
"30381","Phyllagathis elattandra",NA,NA,"hermaphroditism"
"30382","Phyllagathis elliptica",2,5000,NA
"30383","Phyllagathis erecta",NA,NA,"hermaphroditism"
"30384","Phyllagathis fengii",NA,NA,"hermaphroditism"
"30385","Phyllagathis gigantifolia",NA,NA,NA
"30386","Phyllagathis griffithii",NA,NA,NA
"30387","Phyllagathis gymnantha",NA,NA,NA
"30388","Phyllagathis hainanensis",NA,NA,"hermaphroditism"
"30389","Phyllagathis hispidissima",NA,NA,"hermaphroditism"
"30390","Phyllagathis lii",NA,NA,NA
"30391","Phyllagathis longicalcarata",NA,NA,NA
"30392","Phyllagathis melastomatoides",NA,NA,"hermaphroditism"
"30393","Phyllagathis millelunata",NA,NA,NA
"30394","Phyllagathis osmantha",NA,NA,NA
"30395","Phyllagathis ovalifolia",NA,NA,"hermaphroditism"
"30396","Phyllagathis rajah",NA,NA,NA
"30397","Phyllagathis rotundifolia",8,20000,NA
"30398","Phyllagathis rufa",NA,NA,NA
"30399","Phyllagathis scortechinii",NA,NA,NA
"30400","Phyllagathis sessilifolia",NA,NA,NA
"30401","Phyllagathis setotheca",NA,NA,"hermaphroditism"
"30402","Phyllagathis stellata",NA,NA,NA
"30403","Phyllagathis stenophylla",NA,NA,"hermaphroditism"
"30404","Phyllagathis suberalata",NA,NA,NA
"30405","Phyllagathis tentaculifera",NA,NA,"hermaphroditism"
"30406","Phyllagathis tetrandra",NA,NA,"hermaphroditism"
"30407","Phyllagathis tuberculata",NA,NA,NA
"30408","Phyllagathis wallacei",NA,NA,NA
"30409","Phyllanthera grayi",NA,NA,NA
"30410","Phyllanthus acidus",241,582500,"monoecy"
"30411","Phyllanthus acuminatus",34,82500,"monoecy"
"30412","Phyllanthus amarus",570,1405000,"monoecy"
"30413","Phyllanthus angustifolius",3,5000,"monoecy"
"30414","Phyllanthus betsileanus",1,2500,NA
"30415","Phyllanthus calycinus",69,172500,NA
"30416","Phyllanthus caroliniensis",139,330000,"monoecy"
"30417","Phyllanthus casticum",22,55000,NA
"30418","Phyllanthus chacoensis",11,25000,NA
"30419","Phyllanthus chamaecerasus",NA,NA,NA
"30420","Phyllanthus chrysanthus",3,7500,NA
"30421","Phyllanthus chryseus",NA,NA,NA
"30422","Phyllanthus ciccoides",27,65000,NA
"30423","Phyllanthus cinereus",NA,NA,NA
"30424","Phyllanthus clamboides",18,45000,NA
"30425","Phyllanthus claussenii",NA,NA,NA
"30426","Phyllanthus cochinchinensis",7,17500,NA
"30427","Phyllanthus comosus",NA,NA,NA
"30428","Phyllanthus debilis",94,232500,"monoecy"
"30429","Phyllanthus discolor",NA,NA,"monoecy"
"30430","Phyllanthus emblica",427,1080000,"monoecy"
"30431","Phyllanthus epiphyllanthus",30,75000,"monoecy"
"30432","Phyllanthus favieri",NA,NA,NA
"30433","Phyllanthus flagelliformis",NA,NA,NA
"30434","Phyllanthus flexuosus",22,52500,"monoecy"
"30435","Phyllanthus fluitans",10,22500,"monoecy"
"30436","Phyllanthus gardnerianus",NA,NA,NA
"30437","Phyllanthus glaucus",NA,NA,NA
"30438","Phyllanthus gossweileri",NA,NA,NA
"30439","Phyllanthus graveolens",2,5000,"monoecy"
"30440","Phyllanthus guangdongensis",NA,NA,"monoecy"
"30441","Phyllanthus gunnii",171,375000,"monoecy"
"30442","Phyllanthus hutchinsonianus",1,2500,NA
"30443","Phyllanthus hypospodius",2,5000,NA
"30444","Phyllanthus juglandifolius",10,17500,"monoecy"
"30445","Phyllanthus kaessneri",NA,NA,NA
"30446","Phyllanthus kanalensis",NA,NA,NA
"30447","Phyllanthus kidna",NA,NA,NA
"30448","Phyllanthus klotzschianus",8,22500,NA
"30449","Phyllanthus liebmannianus",4,10000,"monoecy"
"30450","Phyllanthus lokohensis",NA,NA,NA
"30451","Phyllanthus loranthoides",NA,NA,NA
"30452","Phyllanthus madagascariensis",3,2500,NA
"30453","Phyllanthus maderaspatensis",263,657500,"monoecy"
"30454","Phyllanthus mannianus",NA,NA,NA
"30455","Phyllanthus matitanensis",1,2500,NA
"30456","Phyllanthus microdictyus",NA,NA,NA
"30457","Phyllanthus mirabilis",2,5000,NA
"30458","Phyllanthus mittenianus",NA,NA,NA
"30459","Phyllanthus muellerianus",132,302500,NA
"30460","Phyllanthus myrtifolius",13,30000,"monoecy"
"30461","Phyllanthus niruri",138,355000,"monoecy"
"30462","Phyllanthus nummulariifolius",25,57500,NA
"30463","Phyllanthus nutans",1,2500,"monoecy"
"30464","Phyllanthus orbicularis",1,2500,"monoecy"
"30465","Phyllanthus oxyphyllus",NA,NA,NA
"30466","Phyllanthus pachystylus",NA,NA,NA
"30467","Phyllanthus pancherianus",NA,NA,NA
"30468","Phyllanthus pentandrus",99,230000,NA
"30469","Phyllanthus pervilleanus",5,10000,NA
"30470","Phyllanthus pinnatus",3,10000,"dioecy"
"30471","Phyllanthus pulcher",12,30000,"monoecy"
"30472","Phyllanthus purpusii",NA,NA,"monoecy"
"30473","Phyllanthus reticulatus",259,647500,"monoecy"
"30474","Phyllanthus rheedei",NA,NA,NA
"30475","Phyllanthus rheophyticus",2,5000,"monoecy"
"30476","Phyllanthus ruber",1,2500,"monoecy"
"30477","Phyllanthus salviifolius",19,45000,NA
"30478","Phyllanthus sauropodoides",2,5000,NA
"30479","Phyllanthus sellowianus",29,65000,NA
"30480","Phyllanthus sepialis",NA,NA,NA
"30481","Phyllanthus tenellus",678,1687500,"monoecy"
"30482","Phyllanthus unifoliatus",3,7500,NA
"30483","Phyllanthus urinaria",919,2327500,"monoecy"
"30484","Phyllanthus vakinankaratrae",NA,NA,NA
"30485","Phyllanthus virgatus",367,950000,"monoecy"
"30486","Phyllanthus welwitschianus",14,30000,NA
"30487","Phyllanthus wheeleri",NA,NA,NA
"30488","Phyllodium elegans",16,40000,"hermaphroditism"
"30489","Phyllodoce aleutica",78,230000,"hermaphroditism"
"30490","Phyllodoce caerulea",NA,NA,"hermaphroditism"
"30491","Phyllodoce empetriformis",228,567500,"hermaphroditism"
"30492","Phyllodoce nipponica",4,10000,NA
"30493","Phyllolepidum cyclocarpum",NA,NA,NA
"30494","Phyllolobium balfourianum",NA,NA,"hermaphroditism"
"30495","Phyllolobium tanguticum",4,10000,NA
"30496","Phyllolobium tribulifolium",5,10000,"hermaphroditism"
"30497","Phyllostachys aurea",502,1235000,"monoecy"
"30498","Phyllostachys dulcis",NA,NA,"monoecy"
"30499","Phyllostachys edulis",82,205000,"monoecy"
"30500","Phyllostachys flexuosa",7,15000,"monoecy"
"30501","Phyllostachys heteroclada",NA,NA,"monoecy"
"30502","Phyllostachys nidularia",2,5000,"monoecy"
"30503","Phyllostachys nigra",103,260000,"monoecy"
"30504","Phyllostachys reticulata",134,345000,"monoecy"
"30505","Phyllostylon rhamnoides",25,55000,NA
"30506","Phyllota grandiflora",8,22500,NA
"30507","Phyllota humifusa",4,7500,NA
"30508","Phyllota phylicoides",71,152500,NA
"30509","Phyllota pleurandroides",41,97500,NA
"30510","Phyllota squarrosa",16,32500,NA
"30511","Phylloxylon arenicola",NA,NA,NA
"30512","Phylloxylon decipiens",NA,NA,NA
"30513","Phylloxylon perrieri",6,15000,NA
"30514","Phylloxylon spinosum",NA,NA,NA
"30515","Phylloxylon xiphocladum",NA,NA,NA
"30516","Phylloxylon xylophylloides",6,15000,NA
"30517","Phylohydrax carnosa",21,50000,NA
"30518","Phylohydrax madagascariensis",2,5000,NA
"30519","Phymatarum borneense",NA,NA,NA
"30520","Phymosia umbellata",11,25000,"hermaphroditism"
"30521","Physalis acutifolia",97,240000,"hermaphroditism"
"30522","Physalis angulata",NA,NA,"hermaphroditism"
"30523","Physalis angustifolia",31,67500,"hermaphroditism"
"30524","Physalis angustiphysa",1,2500,"hermaphroditism"
"30525","Physalis arborescens",2,5000,"hermaphroditism"
"30526","Physalis arenicola",45,107500,"hermaphroditism"
"30527","Physalis caudella",4,12500,"hermaphroditism"
"30528","Physalis cinerascens",146,382500,"hermaphroditism"
"30529","Physalis cordata",41,95000,"hermaphroditism"
"30530","Physalis coztomatl",8,22500,"hermaphroditism"
"30531","Physalis crassifolia",137,370000,"hermaphroditism"
"30532","Physalis glutinosa",4,10000,"hermaphroditism"
"30533","Physalis greenmanii",2,2500,"hermaphroditism"
"30534","Physalis hederifolia",114,302500,"hermaphroditism"
"30535","Physalis heterophylla",653,1742500,"hermaphroditism"
"30536","Physalis ignota",2,5000,"hermaphroditism"
"30537","Physalis lagascae",81,192500,"hermaphroditism"
"30538","Physalis lanceolata",9,12500,NA
"30539","Physalis lassa",NA,NA,"hermaphroditism"
"30540","Physalis longifolia",556,1460000,"hermaphroditism"
"30541","Physalis melanocystis",2,5000,"hermaphroditism"
"30542","Physalis microcarpa",NA,NA,"hermaphroditism"
"30543","Physalis microphysa",NA,NA,"hermaphroditism"
"30544","Physalis minimaculata",3,7500,"hermaphroditism"
"30545","Physalis mollis",26,55000,NA
"30546","Physalis nicandroides",53,122500,"hermaphroditism"
"30547","Physalis patula",9,22500,"hermaphroditism"
"30548","Physalis peruviana",1437,3900000,"hermaphroditism"
"30549","Physalis philadelphica",605,1610000,"hermaphroditism"
"30550","Physalis pruinosa",16,40000,NA
"30551","Physalis pubescens",317,805000,"hermaphroditism"
"30552","Physalis pumila",21,50000,"hermaphroditism"
"30553","Physalis sordida",2,5000,"hermaphroditism"
"30554","Physalis virginiana",202,532500,"hermaphroditism"
"30555","Physalis viscosa",186,460000,NA
"30556","Physalis walteri",98,210000,"hermaphroditism"
"30557","Physaria acutifolia",49,102500,"hermaphroditism"
"30558","Physaria arctica",NA,NA,"hermaphroditism"
"30559","Physaria argyraea",24,50000,"hermaphroditism"
"30560","Physaria bellii",4,10000,"hermaphroditism"
"30561","Physaria didymocarpa",41,95000,"hermaphroditism"
"30562","Physaria eriocarpa",NA,NA,"hermaphroditism"
"30563","Physaria fendleri",149,407500,"hermaphroditism"
"30564","Physaria filiformis",10,17500,"hermaphroditism"
"30565","Physaria gracilis",55,142500,"hermaphroditism"
"30566","Physaria hemiphysaria",NA,NA,"hermaphroditism"
"30567","Physaria humilis",1,2500,"hermaphroditism"
"30568","Physaria intermedia",12,30000,"hermaphroditism"
"30569","Physaria johnstonii",NA,NA,"hermaphroditism"
"30570","Physaria ludoviciana",39,92500,"hermaphroditism"
"30571","Physaria nelsonii",NA,NA,"hermaphroditism"
"30572","Physaria newberryi",9,17500,"hermaphroditism"
"30573","Physaria occidentalis",8,20000,"hermaphroditism"
"30574","Physaria pallida",2,2500,"hermaphroditism"
"30575","Physaria pruinosa",2,2500,"hermaphroditism"
"30576","Physaria pycnantha",4,10000,"hermaphroditism"
"30577","Physaria rosei",NA,NA,"hermaphroditism"
"30578","Physaria spatulata",10,25000,"hermaphroditism"
"30579","Physaria subumbellata",6,10000,"hermaphroditism"
"30580","Physeterostemon fiaschii",NA,NA,NA
"30581","Physeterostemon gomesii",NA,NA,NA
"30582","Physeterostemon jardimii",NA,NA,NA
"30583","Physeterostemon thomasii",NA,NA,NA
"30584","Physocalymma scaberrimum",15,27500,NA
"30585","Physocarpus alternans",12,25000,"hermaphroditism"
"30586","Physocarpus amurensis",19,50000,"hermaphroditism"
"30587","Physocarpus capitatus",176,512500,"hermaphroditism"
"30588","Physocarpus malvaceus",112,275000,"hermaphroditism"
"30589","Physocarpus monogynus",35,80000,"hermaphroditism"
"30590","Physocarpus opulifolius",1745,5195000,"hermaphroditism"
"30591","Physochlaina infundibularis",NA,NA,"hermaphroditism"
"30592","Physochlaina orientalis",17,42500,"hermaphroditism"
"30593","Physochlaina physaloides",178,460000,"hermaphroditism"
"30594","Physochlaina praealta",28,70000,"hermaphroditism"
"30595","Physokentia avia",NA,NA,NA
"30596","Physokentia dennisii",NA,NA,NA
"30597","Physokentia insolita",NA,NA,NA
"30598","Physokentia petiolata",NA,NA,NA
"30599","Physokentia tete",NA,NA,NA
"30600","Physokentia thurstonii",NA,NA,NA
"30601","Physokentia whitmorei",NA,NA,NA
"30602","Physoptychis caspica",1,2500,NA
"30603","Physospermopsis delavayi",NA,NA,"hermaphroditism"
"30604","Physospermopsis muliensis",NA,NA,"hermaphroditism"
"30605","Physospermopsis shaniana",NA,NA,"hermaphroditism"
"30606","Physospermum cornubiense",140,390000,"hermaphroditism"
"30607","Physostigma mesoponticum",1,2500,NA
"30608","Physostigma venenosum",8,20000,NA
"30609","Phytelephas aequatorialis",29,70000,NA
"30610","Phytelephas macrocarpa",37,87500,NA
"30611","Phytelephas tenuicaulis",19,42500,NA
"30612","Phytelephas tumacana",NA,NA,NA
"30613","Piaranthus comptus",5,10000,NA
"30614","Piaranthus decipiens",1,2500,NA
"30615","Picconia azorica",16,35000,NA
"30616","Picconia excelsa",15,30000,NA
"30617","Pichinia disticha",NA,NA,NA
"30618","Picralima nitida",45,95000,"hermaphroditism"
"30619","Picramnia antidesma",17,37500,NA
"30620","Picramnia latifolia",34,75000,"dioecy"
"30621","Picramnia pentandra",32,72500,"dioecy"
"30622","Picramnia polyantha",2,2500,"dioecy"
"30623","Picrasma crenata",2,5000,NA
"30624","Picrasma excelsa",7,15000,"dioecy"
"30625","Picrasma javanica",8,17500,NA
"30626","Picrasma quassioides",130,340000,"dioecy"
"30627","Picrodendron baccatum",2,5000,"dioecy"
"30628","Picrolemma sprucei",12,22500,NA
"30629","Pictetia aculeata",12,22500,NA
"30630","Pictetia marginata",1,2500,NA
"30631","Pictetia mucronata",NA,NA,NA
"30632","Pictetia obcordata",NA,NA,NA
"30633","Pieris floribunda",24,62500,"hermaphroditism"
"30634","Pieris formosa",38,1e+05,"hermaphroditism"
"30635","Pieris japonica",232,632500,"hermaphroditism"
"30636","Pieris koidzumiana",NA,NA,NA
"30637","Pieris nana",51,137500,NA
"30638","Pieris phillyreifolia",25,60000,"hermaphroditism"
"30639","Pierreodendron africanum",3,5000,NA
"30640","Pigafetta elata",6,12500,NA
"30641","Pigafetta filaris",2,5000,NA
"30642","Pilea alaotrae",NA,NA,NA
"30643","Pilea alsinifolia",3,7500,NA
"30644","Pilea angolensis",4,10000,NA
"30645","Pilea angulata",22,52500,"dioecy"
"30646","Pilea angustata",NA,NA,NA
"30647","Pilea angustifolia",1,2500,NA
"30648","Pilea anisophylla",6,15000,NA
"30649","Pilea antioquensis",NA,NA,NA
"30650","Pilea aquarum",19,42500,"dioecy"
"30651","Pilea arguta",NA,NA,NA
"30652","Pilea attenuata",NA,NA,NA
"30653","Pilea auricularis",5,10000,NA
"30654","Pilea auriculata",1,2500,"monoecy"
"30655","Pilea bambuseti",1,2500,NA
"30656","Pilea bambusifolia",NA,NA,"dioecy"
"30657","Pilea basicordata",NA,NA,"monoecy"
"30658","Pilea baurii",1,2500,NA
"30659","Pilea bemarivensis",NA,NA,NA
"30660","Pilea boiviniana",NA,NA,NA
"30661","Pilea buchtienii",NA,NA,NA
"30662","Pilea cadierei",239,585000,"dioecy"
"30663","Pilea callicometes",NA,NA,NA
"30664","Pilea cavaleriei",3,7500,"dioecy"
"30665","Pilea centradenioides",1,2500,"monoecy"
"30666","Pilea ceratocalyx",NA,NA,NA
"30667","Pilea chiapensis",NA,NA,"monoecy"
"30668","Pilea conjugalis",NA,NA,NA
"30669","Pilea cordifolia",1,2500,"monoecy"
"30670","Pilea cornutocucullata",2,2500,NA
"30671","Pilea corona",NA,NA,NA
"30672","Pilea costaricensis",NA,NA,NA
"30673","Pilea cruegeriana",NA,NA,NA
"30674","Pilea cymbifolia",NA,NA,NA
"30675","Pilea dauciodora",9,22500,"monoecy"
"30676","Pilea depressa",15,35000,"dioecy"
"30677","Pilea digitata",NA,NA,NA
"30678","Pilea diversifolia",3,5000,NA
"30679","Pilea dolichocarpa",NA,NA,"dioecy"
"30680","Pilea dombeyana",1,2500,NA
"30681","Pilea ecboliophylla",1,2500,NA
"30682","Pilea falcata",NA,NA,"monoecy"
"30683","Pilea fallax",1,2500,NA
"30684","Pilea fasciata",2,5000,NA
"30685","Pilea fendleri",2,2500,NA
"30686","Pilea filipes",1,2500,NA
"30687","Pilea foliosa",1,2500,NA
"30688","Pilea fontana",76,185000,"monoecy"
"30689","Pilea forgetii",NA,NA,NA
"30690","Pilea funkikensis",9,17500,NA
"30691","Pilea gamboana",NA,NA,NA
"30692","Pilea gansuensis",NA,NA,"dioecy"
"30693","Pilea glaberrima",8,20000,"dioecy"
"30694","Pilea glabra",2,5000,"monoecy"
"30695","Pilea goetzei",NA,NA,NA
"30696","Pilea grandifolia",NA,NA,"dioecy"
"30697","Pilea herniarioides",6,15000,"monoecy"
"30698","Pilea hilariana",NA,NA,"monoecy"
"30699","Pilea hirsuta",NA,NA,NA
"30700","Pilea hitchcockii",2,5000,NA
"30701","Pilea holstii",NA,NA,NA
"30702","Pilea howelliana",1,2500,NA
"30703","Pilea humbertii",NA,NA,NA
"30704","Pilea hyalina",9,17500,"monoecy"
"30705","Pilea hydrocotyliflora",NA,NA,NA
"30706","Pilea imparifolia",12,27500,"monoecy"
"30707","Pilea inaequalis",11,25000,"monoecy"
"30708","Pilea insolens",NA,NA,NA
"30709","Pilea involucrata",NA,NA,NA
"30710","Pilea irrorata",NA,NA,"monoecy"
"30711","Pilea jamesoniana",NA,NA,NA
"30712","Pilea johnstonii",4,7500,NA
"30713","Pilea killipiana",NA,NA,"monoecy"
"30714","Pilea krugii",2,2500,NA
"30715","Pilea lamioides",NA,NA,NA
"30716","Pilea lokohensis",NA,NA,NA
"30717","Pilea lomatogramma",NA,NA,NA
"30718","Pilea longicaulis",NA,NA,"dioecy"
"30719","Pilea longifolia",NA,NA,NA
"30720","Pilea longipedunculata",2,5000,"dioecy"
"30721","Pilea lucens",4,5000,NA
"30722","Pilea macrocystolithica",NA,NA,NA
"30723","Pilea magnicarpa",NA,NA,"monoecy"
"30724","Pilea margaretiae",6,15000,NA
"30725","Pilea marginata",1,2500,NA
"30726","Pilea martini",10,22500,"monoecy"
